Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return
2020-03-20,2020-03-27,6113.45759999491,1405.2505101815623,-0.02436127700723591,2.246074210392128,3798.9,5365.900000000001,6124.1,6902.200000000001,8359.7,0.023991659562699913
2020-06-19,2020-06-26,9311.089719260239,702.310284850646,-0.01922312999843062,1.939795518866175,8184.6,8907.2,9310.300000000001,9716.7,10438.7,-0.016026379640977993
2020-09-18,2020-09-25,10924.233902692744,892.4851812588329,-0.8559616407015523,2.6070564673449255,9362.5,10483.0,11032.7,11515.5,12223.1,-0.022824239206978632
2020-12-18,2020-12-25,22999.536405216462,2293.5515102065638,0.37446866980121724,1.5997725343858429,19479.2,21563.300000000003,22905.7,24313.5,26859.4,0.06715549474917787
2021-01-08,2021-01-15,41426.79235661241,16566.919305978598,3.904826226906066,18.85809041379089,27169.2,35395.1,40010.4,44727.100000000006,56000.0,-0.0994180753674157
2021-01-15,2021-01-22,37120.17322493993,11611.252064061497,4.215592525138864,26.46923348493171,26348.600000000002,31836.300000000003,35379.1,39376.0,51030.700000000004,-0.10908183809900789
2021-01-22,2021-01-29,33050.581038511606,4761.80667394236,0.11507697591742641,2.176418514797687,25590.2,30313.300000000003,32964.200000000004,35710.5,40812.0,0.038906131754175094
2021-02-05,2021-02-12,37987.52706012754,4959.243706044541,0.4753758535667436,1.5030240712974177,30468.4,34767.700000000004,37753.6,40862.4,46382.5,0.2110530712560365
2021-02-12,2021-02-19,47485.62506499307,7889.237991290614,-0.46293193509374064,1.5146810527551784,33428.200000000004,43200.100000000006,48341.5,52385.200000000004,58844.8,0.16742360424637878
2021-02-19,2021-02-26,56018.25325162486,8023.075551978917,0.24754124925551196,1.7668029903221845,43565.200000000004,51154.100000000006,55785.700000000004,60604.8,69300.6,-0.18902944069510824
2021-03-05,2021-03-12,48566.66313016362,6192.472245096413,0.049640467209501986,1.449625176441506,38642.5,44836.100000000006,48529.3,52259.4,58605.0,0.1601932728382199
2021-03-12,2021-03-19,57194.40601286902,7673.125824356973,0.3305470457445722,1.8800455523386281,45329.5,52511.0,56966.0,61542.9,69891.3,0.01402674393718959
2021-03-19,2021-03-26,58491.13087673708,6768.6884064927335,0.007838096585290898,1.7786113329058635,47706.5,54522.0,58440.600000000006,62444.0,69431.7,-0.05316194077321143
2021-04-09,2021-04-16,58498.500760129464,5272.679107627016,-0.30471228091683683,3.1139153208093164,50105.700000000004,55715.100000000006,58558.3,61433.100000000006,66705.6,0.05344979987149092
2021-04-16,2021-04-23,61749.092883387944,5273.265997860257,-0.5345791473251628,2.881752874172676,53024.8,58977.0,61968.700000000004,64850.600000000006,69705.1,-0.1820710289529174
2021-04-23,2021-04-30,50581.901973459935,5671.2468012707,0.29513664960312325,1.28146789542388,41732.5,46987.5,50413.700000000004,53937.200000000004,60043.600000000006,0.12088150907818782
2021-05-07,2021-05-14,57726.932616938546,5653.668531697809,-0.2713223030125108,2.3075822433702706,48565.0,54596.100000000006,57811.100000000006,61033.4,66576.6,-0.139711040543648
2021-05-14,2021-05-21,49842.81047268741,6477.316810833383,-0.6842227387547952,2.271044019767502,38526.6,46431.600000000006,50383.700000000004,53887.4,59233.4,-0.2911410640525768
2021-05-21,2021-05-28,36691.24829114605,6994.825759690499,-0.04591598487961449,1.2771846280902128,25225.600000000002,32517.100000000002,36765.6,40951.700000000004,47854.9,-0.04357842669466269
2021-06-04,2021-06-11,36860.53361915933,4872.702890540482,-0.5674045847314366,2.7608945511255145,28769.4,34302.8,37084.200000000004,39755.100000000006,44174.0,0.013564753660021592
2021-06-11,2021-06-18,37227.8142073665,4449.42054664185,-0.14462518744603217,2.0352853770416557,30040.600000000002,34706.8,37264.5,39826.9,44274.9,-0.04134840212568443
2021-06-18,2021-06-25,35496.463767952984,4231.890680023701,0.04882988616821288,1.4330653330782033,28675.600000000002,32948.700000000004,35494.200000000004,38021.700000000004,42331.3,-0.12583701897431543
2021-07-09,2021-07-16,33699.18823902857,3618.5212866275147,-0.4940044030579614,1.6512535554935246,27445.2,31671.100000000002,33946.6,35995.200000000004,39086.9,-0.074634377946052
2021-07-16,2021-07-23,31487.93143458616,3075.4305626079035,-0.25017068396265113,1.9354459933382788,26444.7,29745.300000000003,31553.600000000002,33329.8,36291.9,0.06924606930009812
2021-07-23,2021-07-30,33300.16855066996,3284.436509725138,-0.4219710039646768,1.564546155167326,27577.0,31474.300000000003,33538.3,35345.9,38205.1,0.22703102155709443
2021-08-06,2021-08-13,42759.72841542477,5280.3054615131,0.43178641217744873,1.5686669442713264,34825.6,39432.4,42425.5,45745.600000000006,51841.600000000006,0.10962645914541769
2021-08-13,2021-08-20,47663.056663208146,5824.120464500092,0.4829474857038018,1.0601171775467462,39103.1,43840.0,47117.5,51031.5,57977.0,0.03135411864771742
2021-08-20,2021-08-27,49336.25015837612,5845.165114125066,0.8847948360859159,3.299609693081507,41008.3,45781.0,48834.200000000004,52218.700000000004,59550.700000000004,-0.005133945950425964
2021-09-03,2021-09-10,49998.420418144844,5322.3760292353645,0.13198308733069622,1.6335469890489511,41594.9,46799.5,49906.8,53098.8,58716.100000000006,-0.10866192712618297
2021-09-10,2021-09-17,44764.390546056806,4765.908258691419,-0.08175675746533179,1.3039263464247224,36955.5,41901.200000000004,44837.200000000004,47688.0,52334.3,0.05316599451077556
2021-09-17,2021-09-24,47183.36834570438,4579.961495013306,0.03722084333161159,1.34141324696487,39828.100000000006,44399.3,47164.5,49945.5,54599.100000000006,-0.09972483795049063
2021-10-08,2021-10-15,54171.7022398841,5878.661735873198,-0.20927626903367444,1.7188746257804315,44477.9,50781.100000000006,54331.0,57730.200000000004,63333.5,0.13375263197862855
2021-10-15,2021-10-22,61763.05628866667,8139.418703683437,0.1734102913904249,1.1386027141778534,48969.8,56599.8,61594.700000000004,66706.7,75185.1,-0.016087219316751406
2021-10-22,2021-10-29,60870.41897107513,6666.466091603572,0.16021142154240037,1.7423003963460069,50415.200000000004,56869.5,60734.200000000004,64718.700000000004,71807.3,0.025468521923638684
2021-11-05,2021-11-12,61215.955230875,6322.626986372657,-0.17795324193746534,1.4697545108838534,50844.600000000006,57482.100000000006,61330.700000000004,65106.3,71174.40000000001,0.05094859283564314
2021-11-12,2021-11-19,64114.21413627458,7017.223125469999,0.17230465578788226,0.9999923171406055,53003.5,59611.8,64015.3,68429.8,75641.3,-0.09944781085277099
2021-11-19,2021-11-26,57781.34251543156,5787.95525808252,0.12891270106965336,1.1995015254562027,48563.8,54177.4,57711.600000000006,61280.600000000006,67254.0,-0.07743637433895674
2021-12-03,2021-12-10,53479.486140074216,5623.426762969007,-0.31435310849512693,1.7285448752319885,44033.600000000006,50291.700000000004,53712.3,56921.9,62111.8,-0.12843530475503656
2021-12-10,2021-12-17,47472.91316137745,5514.026402845284,-0.09211701908807854,1.5814882338942287,38646.6,44203.4,47451.3,50796.100000000006,56338.0,-0.021643842010422916
2021-12-17,2021-12-24,46143.10194608354,4789.673338839402,-0.023924322765112346,1.4094811540253893,38401.0,43266.100000000006,46157.0,49037.8,53833.0,0.09680046722035515
2021-12-24,2021-12-31,50914.306478022845,5164.3234198737755,0.19413424199356527,1.8910272060871662,42868.0,47843.9,50777.200000000004,53843.3,59433.600000000006,-0.09494379671435668
2022-01-07,2022-01-14,41544.599758659104,3838.5485842195867,-0.0003138690343533197,1.409282905855643,35378.1,39234.3,41527.3,43855.200000000004,47751.5,0.035299489769487026
2022-01-14,2022-01-21,42959.45097311802,3147.1908469774867,-0.17117942233245434,1.3543435041904495,37745.8,41094.9,43039.8,44905.5,47896.700000000004,-0.16678078223352008
2022-01-21,2022-01-28,36367.545040890014,4055.6033050329293,-0.11702068021273365,1.453598287074338,29764.800000000003,33989.0,36415.0,38822.700000000004,42852.4,0.034286474537253725
2022-02-04,2022-02-11,41389.14938841293,3452.333566677866,-0.07887540035017403,1.6634483276297587,35780.1,39373.3,41420.0,43444.700000000004,46884.8,0.019047609521052885
2022-02-11,2022-02-18,42611.80534476859,3919.3181481260767,-0.3425898664352857,1.7686788742251816,36117.4,40373.100000000006,42723.0,45033.100000000006,48678.3,-0.05828834488359274
2022-02-18,2022-02-25,40032.83298758785,3395.691416704917,-0.3618008389606937,1.9587741841448443,34353.5,38137.700000000004,40166.9,42095.4,45235.100000000006,-0.019074591994260634
2022-03-04,2022-03-11,39140.674762298855,4388.427039713986,-0.10693005871291275,1.1571580034652929,31950.300000000003,36467.0,39209.0,41884.200000000004,46101.100000000006,-0.010762803559755589
2022-03-11,2022-03-18,38688.50030511688,4011.9601676952984,0.008181866184430597,1.126771067788864,32145.600000000002,36208.3,38747.1,41165.8,45089.5,0.07527592439936603
2022-03-18,2022-03-25,41696.04720319197,3786.137474522524,0.0326744546793612,1.1879630616880181,35591.700000000004,39365.3,41693.100000000006,44011.600000000006,47815.700000000004,0.05940238303876092
2022-04-08,2022-04-15,42342.54883032384,3341.383086512797,-0.5176762307184498,2.2198138509686,36707.0,40519.700000000004,42498.8,44398.3,47380.8,-0.041069291438686296
2022-04-15,2022-04-22,40400.770942853625,2735.59615593867,-0.20802276620325855,0.7805351750061291,35781.4,38702.1,40530.8,42188.200000000004,44625.9,-0.021000239977836958
2022-04-22,2022-04-29,39501.570425608246,2756.106325329294,-0.28038501220910195,1.3596823926442907,34909.0,37916.9,39616.4,41243.9,43829.0,-0.028430901029202302
2022-05-06,2022-05-13,35908.147494853794,2727.2059873476387,-0.3768186282128319,1.5212916133349994,31262.9,34347.200000000004,36054.200000000004,37622.6,40047.9,-0.2067559265225345
2022-05-13,2022-05-20,29516.935426733573,3868.2849808263845,-1.483177905251327,6.727006332250776,23423.300000000003,27890.0,29831.7,31705.7,34786.9,-0.002942141081954314
2022-05-20,2022-05-27,29102.322206633984,3103.773484483036,-0.5488364598621037,2.3571688889588103,23854.2,27431.100000000002,29273.300000000003,30997.7,33742.3,-0.019755164310878454
2022-06-03,2022-06-10,29538.01398703709,2476.0284325598236,-0.5474401104167054,1.4539283720963025,25245.100000000002,28239.5,29842.7,31245.800000000003,33327.8,-0.020695019052258463
2022-06-10,2022-06-17,29098.85958848859,2807.8601106031997,-0.5491731865562508,1.7490013758247036,24191.5,27552.4,29330.2,30874.9,33221.8,-0.35155683330952964
2022-06-17,2022-06-24,20486.603096066603,2868.8426576559036,-1.227192205413776,4.660057908503309,15704.900000000001,19166.4,20759.4,22222.5,24453.100000000002,0.03687516926817389
2022-07-08,2022-07-15,21755.53525879951,2157.713656177768,-0.24732320783206937,1.3991965205902481,18199.2,20475.9,21804.7,23110.100000000002,25129.4,-0.036054054013489066
2022-07-15,2022-07-22,20872.402621898604,1953.3940384670627,-0.207750394830703,1.2274592219370186,17627.7,19701.100000000002,20930.300000000003,22103.800000000003,23921.600000000002,0.08530024357083561
2022-07-22,2022-07-29,22756.018749661405,2695.7077278955467,0.11299459807604002,1.0181792590632899,18500.0,21052.9,22712.5,24411.4,27196.100000000002,0.04688561166461227
2022-08-05,2022-08-12,23212.38549049265,2104.1249585910537,0.3113813911566826,0.8989722032012355,19987.4,21822.5,23112.0,24499.2,26776.300000000003,0.04574767483638656
2022-08-12,2022-08-19,24241.426441691467,1957.1362604433618,0.08630390205345255,0.7117700600166224,21108.7,22970.300000000003,24224.600000000002,25487.2,27435.7,-0.1581289538111136
2022-08-19,2022-08-26,20940.411169353247,2283.9410043168705,-0.16287483277533585,1.7109951200199438,17217.8,19615.0,20972.100000000002,22314.600000000002,24546.800000000003,-0.02889226624399931
2022-09-09,2022-09-16,21326.850463019113,2127.711369084152,0.32957915160032053,0.5366940569324106,18129.600000000002,19904.5,21151.4,22664.600000000002,25027.300000000003,-0.07567657341165765
2022-09-16,2022-09-23,19672.938167063876,1724.4583216442834,-0.24521357460931947,1.0108876518251888,16735.0,18636.4,19768.0,20776.5,22315.800000000003,-0.026266429202916688
2022-09-23,2022-09-30,19130.480122730023,1611.9440198915527,-0.28041276059831044,1.0344230682568192,16417.100000000002,18193.7,19224.9,20187.4,21669.600000000002,0.006855690084067814
2022-10-07,2022-10-14,19573.45445995851,1571.5336544291156,-0.16231778783885925,1.7522090283591707,16982.600000000002,18669.2,19614.600000000002,20514.7,22027.300000000003,-0.018248359094159654
2022-10-14,2022-10-21,19194.64682893826,1362.5329977329873,0.19492955463618714,1.7825596650706892,17064.2,18378.3,19161.100000000002,19974.100000000002,21441.300000000003,-0.0006551682102212485
2022-10-21,2022-10-28,19078.26851335253,1168.9302766913856,-0.4640062718896882,1.5651616557601473,17082.9,18447.8,19182.8,19850.600000000002,20874.5,0.07184205494729479
2022-11-04,2022-11-11,21172.02577352498,1362.1102462008653,0.07534175465898311,0.4790887478985222,19047.8,20275.0,21101.4,22068.600000000002,23440.100000000002,-0.21422922952751589
2022-11-11,2022-11-18,16771.22670853047,2006.48978983064,-1.0221170339287142,3.0057851757815843,13103.6,15812.5,17022.5,18030.9,19507.600000000002,-0.021905031989519357
2022-11-18,2022-11-25,16591.13418582474,1432.5864875081977,-0.37905455288610707,1.2367111819009367,14154.1,15767.7,16678.0,17521.0,18798.3,-0.010734365512623219
2022-12-09,2022-12-16,17129.578995976233,1151.3673297175105,-0.5114351243069981,2.232964009808925,15178.900000000001,16504.8,17192.600000000002,17833.3,18856.600000000002,-0.0294114802183485
2022-12-16,2022-12-23,16661.84483051091,1212.7952392538964,-1.2468780376999224,5.215478005270954,14572.1,16118.1,16787.4,17376.600000000002,18312.7,0.008762539372954273
2022-12-23,2022-12-30,16715.36894983069,827.474850504506,0.47793555150445505,1.2448723903895855,15430.5,16232.7,16728.9,17241.4,18142.4,-0.010245108628495833
2023-01-06,2023-01-13,16931.489535492587,710.3375672827616,-0.2334956370367933,1.8640379931975488,15753.7,16529.7,16953.100000000002,17356.600000000002,18034.2,0.1619204548069375
2023-01-13,2023-01-20,19851.389583231678,1791.1367147246974,0.7421728342069197,2.3938303775214846,17259.0,18712.600000000002,19706.9,20806.4,22961.100000000002,0.12869275082821846
2023-01-20,2023-01-27,22587.88836573061,1939.4189585354534,0.5864293033372652,2.0916301481978605,19710.4,21368.4,22464.5,23649.5,25908.2,0.017793989883780798
2023-02-03,2023-02-10,23378.18552429196,1563.1768032104899,0.42262173637461936,2.063105132413847,21003.5,22427.7,23305.600000000002,24239.800000000003,26009.300000000003,-0.08023950294166697
2023-02-10,2023-02-17,21637.64187041489,1362.794257719192,0.020834449384771362,1.988817014939447,19472.7,20850.300000000003,21626.9,22419.4,23838.5,0.12766612662460863
2023-02-17,2023-02-24,24611.389393204063,2326.504696966272,0.5422522319053791,2.450028558927097,21161.9,23208.7,24465.0,25843.5,28581.100000000002,-0.05800693967879737
2023-03-03,2023-03-10,22309.07676725453,1394.1564358111914,0.09553269830797087,1.5005103326680755,20089.600000000002,21466.800000000003,22293.800000000003,23133.100000000002,24581.300000000003,-0.1037819546710168
2023-03-10,2023-03-17,20064.551198369823,1457.3397874156599,-0.5944696807045627,1.8578272172647745,17509.7,19271.2,20184.100000000002,20987.800000000003,22197.4,0.30712672938802815
2023-03-17,2023-03-24,27499.614617785544,3222.7514297053926,0.9667322930138905,3.9061808703430216,22960.7,25571.7,27212.7,29050.100000000002,33058.3,0.002163735857737066
2023-03-24,2023-03-31,27534.370602379397,2448.2017510856085,0.17877444904771495,1.759757104472973,23697.5,26065.100000000002,27482.0,28942.4,31556.800000000003,0.03615891320520627
2023-04-07,2023-04-14,27909.40948180847,1878.0916475868487,0.012946776016734992,1.2439173362377973,24876.0,26759.600000000002,27914.7,29055.9,30933.5,0.08778828826669591
2023-04-14,2023-04-21,30513.391281719167,2028.4272184148933,0.28459464930660033,1.7044247369998011,27387.300000000003,29272.100000000002,30437.9,31671.800000000003,33903.4,-0.11111723028727939
2023-04-21,2023-04-28,27342.4523530904,1913.540808005742,0.22518247650374645,1.7393225613462757,24372.100000000002,26185.600000000002,27283.0,28437.300000000003,30518.600000000002,0.07246215092978625
2023-05-05,2023-05-12,29513.12879562685,1992.91144121552,0.5742789078068032,2.178983632109648,26591.7,28293.4,29355.7,30565.7,32992.9,-0.0963647386066741
2023-05-12,2023-05-19,26598.4276007527,1729.5816552689744,0.5818729658012506,1.922002432074783,24026.600000000002,25500.2,26486.300000000003,27554.800000000003,29571.100000000002,0.003176512076517088
2023-05-19,2023-05-26,26768.05681229625,1443.312104099261,0.2297523637839343,1.559736428425623,24506.4,25884.7,26732.4,27605.7,29156.7,-0.006506924551448712
2023-06-09,2023-06-16,26415.153414697932,1331.1472701010102,0.05408907305217941,1.9050413969068956,24304.7,25638.7,26401.0,27180.800000000003,28573.2,-0.005028520059907572
2023-06-16,2023-06-23,26237.810050098728,1471.4674565197215,0.12774179873212388,1.7096484516715043,23908.100000000002,25360.300000000003,26216.9,27090.2,28640.2,0.1526094879206046
2023-06-23,2023-06-30,30733.27884189358,2220.7892053302944,0.5521750656614846,2.3286485140477557,27431.7,29377.800000000003,30596.300000000003,31923.0,34522.0,-0.007079762405550837
2023-07-07,2023-07-14,29916.24851669286,1619.2519457734045,0.4697537378389756,1.6160147073143571,27457.4,28886.5,29834.5,30838.300000000003,32668.600000000002,-0.0010778693128903464
2023-07-14,2023-07-21,29960.02890364537,1594.3171844368535,0.39976835878291095,1.606944151646438,27515.5,28959.7,29891.5,30871.4,32648.7,-0.013627999792845458
2023-07-21,2023-07-28,29357.247465921864,1478.8548390655637,0.34950744856259364,1.1319503925581778,27070.5,28396.2,29302.0,30241.4,31845.800000000003,-0.019846010357035704
2023-08-04,2023-08-11,28843.483385875294,1227.1669665661302,0.29183236997297807,1.443466290714274,26933.2,28076.7,28806.0,29559.800000000003,30889.4,0.010660842116748984
2023-08-11,2023-08-18,29037.087971003893,1107.8875072249714,0.30200185244286293,1.3574689506139066,27310.600000000002,28339.100000000002,29003.4,29687.800000000003,30886.4,-0.12170834950642205
2023-08-18,2023-08-25,25917.103811747602,1695.2879222518104,0.21267114908542128,1.4395008483727114,23251.300000000003,24871.5,25878.9,26912.800000000003,28718.100000000002,0.0002306481511072621
2023-09-08,2023-09-15,25463.40122657379,1136.6198304114707,-0.1249072876352458,0.8756165138818184,23571.4,24764.0,25495.800000000003,26190.7,27255.800000000003,0.026262923831324104
2023-09-15,2023-09-22,26224.287415734714,1165.0727921508394,-0.2493970770776135,0.982777100239089,24255.2,25528.5,26280.100000000002,26978.4,28032.2,-0.0007468953982914588
2023-09-22,2023-09-29,25890.39913191537,1173.1048890924635,-0.05578078680519273,0.5433283315126869,23950.300000000003,25139.100000000002,25916.9,26657.600000000002,27757.7,0.012220668811509353
2023-10-06,2023-10-13,27756.149350868658,1153.701766888091,-0.44230237001366685,1.6974784491302426,25779.300000000003,27109.0,27824.800000000003,28478.600000000002,29491.600000000002,-0.03902775684547259
2023-10-13,2023-10-20,26674.3650388991,1134.0355043762165,-0.5300531988319869,1.9674088333084532,24719.9,26055.0,26750.100000000002,27380.0,28360.9,0.09939142937731743
2023-10-20,2023-10-27,29333.954978730635,1573.3474123174726,0.25098011876480664,1.185215268973633,26866.5,28334.7,29294.0,30276.300000000003,31947.7,0.13307551058160305
2023-11-03,2023-11-10,34362.79580454551,2155.600192119066,0.5793536810789349,1.9648592328255914,31146.7,33000.3,34229.200000000004,35551.700000000004,38057.9,0.07181388187100149
2023-11-10,2023-11-17,36977.12283358764,2827.59654442709,1.0634053331571185,3.527140882158009,33064.5,35197.4,36675.3,38361.3,41977.4,-0.018608529457005973
2023-11-17,2023-11-24,36410.991867221244,2529.4354835809377,0.11540999840349186,1.2560624518643753,32377.100000000002,34847.1,36384.200000000004,37934.6,40542.600000000006,0.02959148066834295
2023-12-08,2023-12-15,44255.691467159355,3028.0843812293165,0.08789170310059052,1.842441067652837,39461.100000000006,42472.3,44220.0,46001.100000000006,49175.600000000006,-0.05182106023600713
2023-12-15,2023-12-22,41647.4225421914,2521.1693304324367,0.017705114225808734,1.2139041487139473,37561.8,40104.9,41656.5,43187.200000000004,45706.3,0.04723857136235952
2023-12-22,2023-12-29,43874.08074420154,2672.560281155066,0.3235528814057754,1.5770552428894247,39754.100000000006,42211.600000000006,43773.3,45413.3,48352.3,-0.044223353129323295
2024-01-05,2024-01-12,44032.214833248494,5006.153675304934,0.5277306679642185,2.345561936534472,36544.3,40998.9,43745.8,46714.600000000006,52534.5,-0.03134764565392804
2024-01-12,2024-01-19,42760.24302227567,3406.854625877951,-0.17344477574368625,1.740640485784838,37176.200000000004,40798.4,42821.3,44803.5,48122.4,-0.02661636464857808
2024-01-19,2024-01-26,40996.09879411258,2628.95488221689,-0.20529783621663125,0.8306462566030639,36565.5,39385.600000000006,41105.3,42705.200000000004,45086.8,0.003940469775536409
2024-02-09,2024-02-16,47452.92677355947,2870.9266947344645,0.46922735344760064,2.639115848786018,43169.8,45764.9,47295.0,48961.600000000006,52297.0,0.10065909281920851
2024-02-16,2024-02-23,51715.28702561883,3565.033462138571,0.16650398459094404,1.0658323846250966,46054.700000000004,49454.5,51663.9,53890.100000000006,57573.200000000004,-0.026831265290938554
2024-03-08,2024-03-15,69150.88425764491,8681.541245697434,1.522111344312576,6.844906457339567,57826.0,64393.4,68213.6,72416.90000000001,80000.0,0.019992231290570293
2024-03-15,2024-03-22,69393.9513858719,7531.025211734639,0.30183634631392464,2.0592598859099143,57787.0,64902.8,69137.5,73582.0,81897.40000000001,-0.08562406990792198
2024-04-05,2024-04-12,67210.78848572895,5703.726013059611,0.1839415041137834,1.3055480011078853,58185.100000000006,63666.700000000004,67111.40000000001,70610.2,76594.3,-0.010436065124368711
2024-04-12,2024-04-19,66697.35207039809,5683.735521623369,0.14615987418656493,1.5277975339045016,57677.8,63251.200000000004,66620.40000000001,70033.7,75990.5,-0.050394774461276395
